0.05,0,86,86,86.0,27
0.05,1,-1016,-930,-465.0,2253
0.05,2,-538,-1468,-489.3333333333333,1493
0.05,3,-87,-1555,-388.75,294
0.05,4,-487,-2042,-408.4,672
0.05,5,-552,-2594,-432.3333333333333,1069
0.05,6,-134,-2728,-389.7142857142857,641
0.05,7,25,-2703,-337.875,10
0.05,8,-11,-2714,-301.55555555555554,308
0.05,9,-79,-2793,-279.3,242
0.05,10,-87,-2880,-261.8181818181818,295
0.05,11,-41,-2921,-243.41666666666666,619
0.05,12,19,-2902,-223.23076923076923,65
0.05,13,-55,-2957,-211.21428571428572,539
0.05,14,22,-2935,-195.66666666666666,38
0.05,15,-187,-3122,-195.125,545
0.05,16,-55,-3177,-186.88235294117646,549
0.05,17,12,-3165,-175.83333333333334,87
0.05,18,-5,-3170,-166.8421052631579,200
0.05,19,-14,-3184,-159.2,328
0.05,20,1,-3183,-151.57142857142858,184
0.05,21,22,-3161,-143.6818181818182,37
0.05,22,14,-3147,-136.82608695652175,52
0.05,23,-54,-3201,-133.375,615
0.05,24,-72,-3273,-130.92,526
0.05,25,-147,-3420,-131.53846153846155,840
0.05,26,-52,-3472,-128.59259259259258,73
0.05,27,23,-3449,-123.17857142857143,45
0.05,28,-52,-3501,-120.72413793103448,537
0.05,29,8,-3493,-116.43333333333334,125
0.05,30,-82,-3575,-115.3225806451613,248
0.05,31,-20,-3595,-112.34375,253
0.05,32,4,-3591,-108.81818181818181,197
0.05,33,19,-3572,-105.05882352941177,52
0.05,34,-62,-3634,-103.82857142857142,117
0.05,35,15,-3619,-100.52777777777777,65
0.05,36,-71,-3690,-99.72972972972973,202
0.05,37,1,-3689,-97.07894736842105,135
0.05,38,24,-3665,-93.97435897435898,33
0.05,39,11,-3654,-91.35,100
0.05,40,91,-3563,-86.90243902439025,70
0.05,41,17,-3546,-84.42857142857143,62
0.05,42,23,-3523,-81.93023255813954,21
0.05,43,-8,-3531,-80.25,244
0.05,44,13,-3518,-78.17777777777778,84
0.05,45,13,-3505,-76.19565217391305,89
0.05,46,20,-3485,-74.14893617021276,38
0.05,47,-48,-3533,-73.60416666666667,50
0.05,48,19,-3514,-71.71428571428571,49
0.05,49,-173,-3687,-73.74,1365
0.05,50,-6,-3693,-72.41176470588235,220
0.05,51,11,-3682,-70.8076923076923,177
0.05,52,26,-3656,-68.98113207547169,9
0.05,53,21,-3635,-67.31481481481481,33
0.05,54,-25,-3660,-66.54545454545455,298
0.05,55,20,-3640,-65.0,66
0.05,56,23,-3617,-63.45614035087719,35
0.05,57,7,-3610,-62.241379310344826,250
0.05,58,94,-3516,-59.59322033898305,7
0.05,59,-84,-3600,-60.0,936
0.05,60,65,-3535,-57.950819672131146,187
0.05,61,23,-3512,-56.645161290322584,16
0.05,62,0,-3512,-55.74603174603175,198
0.05,63,23,-3489,-54.515625,14
0.05,64,17,-3472,-53.41538461538462,82
0.05,65,22,-3450,-52.27272727272727,62
0.05,66,24,-3426,-51.134328358208954,44
0.05,67,90,-3336,-49.05882352941177,54
0.05,68,93,-3243,-47.0,8
0.05,69,19,-3224,-46.05714285714286,92
0.05,70,89,-3135,-44.15492957746479,58
0.05,71,26,-3109,-43.18055555555556,11
0.05,72,-68,-3177,-43.52054794520548,678
0.05,73,95,-3082,-41.648648648648646,6
0.05,74,90,-2992,-39.89333333333333,44
0.05,75,3,-2989,-39.328947368421055,216
0.05,76,95,-2894,-37.58441558441559,6
0.05,77,15,-2879,-36.91025641025641,166
0.05,78,44,-2835,-35.88607594936709,368
0.05,79,15,-2820,-35.25,99
0.05,80,95,-2725,-33.641975308641975,6
0.05,81,79,-2646,-32.26829268292683,168
0.05,82,93,-2553,-30.759036144578314,15
0.05,83,93,-2460,-29.285714285714285,8
0.05,84,27,-2433,-28.623529411764707,7
0.05,85,83,-2350,-27.325581395348838,100
0.05,86,84,-2266,-26.04597701149425,71
0.05,87,19,-2247,-25.53409090909091,79
0.05,88,94,-2153,-24.191011235955056,7
0.05,89,-5,-2158,-23.977777777777778,265
0.05,90,19,-2139,-23.505494505494507,110
0.05,91,69,-2070,-22.5,266
0.05,92,95,-1975,-21.236559139784948,6
0.05,93,95,-1880,-20.0,14
0.05,94,94,-1786,-18.8,7
0.05,95,91,-1695,-17.65625,11
0.05,96,92,-1603,-16.52577319587629,9
0.05,97,94,-1509,-15.39795918367347,7
0.05,98,96,-1413,-14.272727272727273,9
0.05,99,95,-1318,-13.18,6
0.05,100,94,-1224,-12.118811881188119,9
0.05,101,94,-1130,-11.07843137254902,7
0.05,102,95,-1035,-10.048543689320388,6
0.05,103,24,-1011,-9.721153846153847,8
0.05,104,93,-918,-8.742857142857142,9
0.05,105,-44,-962,-9.075471698113208,9
0.05,106,91,-871,-8.14018691588785,11
0.05,107,90,-781,-7.231481481481482,20
0.05,108,95,-686,-6.293577981651376,24
0.05,109,96,-590,-5.363636363636363,18
0.05,110,91,-499,-4.495495495495495,10
0.05,111,93,-406,-3.625,8
0.05,112,91,-315,-2.7876106194690267,10
0.05,113,93,-222,-1.9473684210526316,8
0.05,114,27,-195,-1.6956521739130435,7
0.05,115,85,-110,-0.9482758620689655,45
0.05,116,95,-15,-0.1282051282051282,19
0.05,117,96,81,0.6864406779661016,6
0.05,118,95,176,1.4789915966386555,6
0.05,119,94,270,2.25,7
0.05,120,93,363,3.0,8
0.05,121,93,456,3.737704918032787,8
0.05,122,96,552,4.487804878048781,12
0.05,123,94,646,5.209677419354839,7
0.05,124,94,740,5.92,7
0.05,125,85,825,6.5476190476190474,16
0.05,126,95,920,7.244094488188976,6
0.05,127,94,1014,7.921875,7
0.05,128,96,1110,8.604651162790697,12
0.05,129,94,1204,9.261538461538462,18
0.05,130,94,1298,9.908396946564885,7
0.05,131,96,1394,10.56060606060606,26
0.05,132,94,1488,11.18796992481203,7
0.05,133,94,1582,11.805970149253731,7
0.05,134,96,1678,12.42962962962963,11
0.05,135,92,1770,13.014705882352942,9
0.05,136,93,1863,13.598540145985401,8
0.05,137,93,1956,14.173913043478262,8
0.05,138,95,2051,14.755395683453237,7
0.05,139,95,2146,15.32857142857143,6
0.05,140,94,2240,15.886524822695035,36
0.05,141,95,2335,16.443661971830984,13
0.05,142,92,2427,16.972027972027973,9
0.05,143,94,2521,17.506944444444443,7
0.05,144,95,2616,18.041379310344826,15
0.05,145,88,2704,18.52054794520548,19
0.05,146,93,2797,19.027210884353742,9
0.05,147,91,2888,19.513513513513512,11
0.05,148,94,2982,20.013422818791945,7
0.05,149,89,3071,20.473333333333333,12
0.05,150,94,3165,20.960264900662253,7
0.05,151,94,3259,21.44078947368421,7
0.05,152,94,3353,21.915032679738562,7
0.05,153,94,3447,22.383116883116884,13
0.05,154,94,3541,22.84516129032258,7
0.05,155,95,3636,23.307692307692307,6
0.05,156,23,3659,23.305732484076433,9
0.05,157,92,3751,23.740506329113924,9
0.05,158,96,3847,24.19496855345912,8
0.05,159,91,3938,24.6125,10
0.05,160,95,4033,25.049689440993788,6
0.05,161,94,4127,25.47530864197531,7
0.05,162,94,4221,25.895705521472394,7
0.05,163,94,4315,26.3109756097561,16
0.05,164,91,4406,26.703030303030303,10
0.05,165,16,4422,26.63855421686747,16
0.05,166,22,4444,26.610778443113773,10
0.05,167,94,4538,27.011904761904763,7
0.05,168,90,4628,27.384615384615383,11
0.05,169,94,4722,27.776470588235295,7
0.05,170,94,4816,28.16374269005848,7
0.05,171,95,4911,28.552325581395348,7
0.05,172,91,5002,28.91329479768786,10
0.05,173,92,5094,29.275862068965516,21
0.05,174,96,5190,29.65714285714286,14
0.05,175,93,5283,30.017045454545453,14
0.05,176,94,5377,30.37853107344633,7
0.05,177,92,5469,30.724719101123597,21
0.05,178,95,5564,31.083798882681563,6
0.05,179,94,5658,31.433333333333334,10
0.05,180,94,5752,31.77900552486188,7
0.05,181,89,5841,32.09340659340659,12
0.05,182,96,5937,32.442622950819676,7
0.05,183,91,6028,32.76086956521739,10
0.05,184,94,6122,33.09189189189189,7
0.05,185,94,6216,33.41935483870968,14
0.05,186,94,6310,33.74331550802139,7
0.05,187,94,6404,34.06382978723404,7
0.05,188,94,6498,34.38095238095238,7
0.05,189,92,6590,34.68421052631579,9
0.05,190,94,6684,34.99476439790576,7
