0.2,0,-26,-26,-26.0,101
0.2,1,-926,-952,-476.0,886
0.2,2,-129,-1081,-360.3333333333333,269
0.2,3,-438,-1519,-379.75,382
0.2,4,16,-1503,-300.6,39
0.2,5,-62,-1565,-260.8333333333333,93
0.2,6,-10,-1575,-225.0,127
0.2,7,25,-1550,-193.75,15
0.2,8,19,-1531,-170.11111111111111,21
0.2,9,17,-1514,-151.4,36
0.2,10,17,-1497,-136.0909090909091,29
0.2,11,94,-1403,-116.91666666666667,16
0.2,12,91,-1312,-100.92307692307692,10
0.2,13,19,-1293,-92.35714285714286,20
0.2,14,96,-1197,-79.8,6
0.2,15,94,-1103,-68.9375,9
0.2,16,-54,-1157,-68.05882352941177,20
0.2,17,96,-1061,-58.94444444444444,7
0.2,18,94,-967,-50.89473684210526,10
0.2,19,78,-889,-44.45,61
0.2,20,95,-794,-37.80952380952381,12
0.2,21,95,-699,-31.772727272727273,7
0.2,22,93,-606,-26.347826086956523,9
0.2,23,94,-512,-21.333333333333332,8
0.2,24,93,-419,-16.76,9
0.2,25,14,-405,-15.576923076923077,20
0.2,26,91,-314,-11.62962962962963,11
0.2,27,95,-219,-7.821428571428571,7
0.2,28,21,-198,-6.827586206896552,14
0.2,29,92,-106,-3.533333333333333,10
0.2,30,24,-82,-2.6451612903225805,9
0.2,31,-56,-138,-4.3125,22
0.2,32,20,-118,-3.5757575757575757,15
0.2,33,93,-25,-0.7352941176470589,10
0.2,34,95,70,2.0,7
0.2,35,96,166,4.611111111111111,7
0.2,36,-50,116,3.135135135135135,14
0.2,37,91,207,5.447368421052632,13
0.2,38,91,298,7.641025641025641,11
0.2,39,86,384,9.6,17
0.2,40,25,409,9.975609756097562,9
0.2,41,72,481,11.452380952380953,31
0.2,42,95,576,13.395348837209303,8
0.2,43,96,672,15.272727272727273,6
0.2,44,94,766,17.022222222222222,10
0.2,45,93,859,18.67391304347826,11
0.2,46,95,954,20.29787234042553,8
0.2,47,93,1047,21.8125,10
0.2,48,93,1140,23.26530612244898,9
0.2,49,94,1234,24.68,8
0.2,50,93,1327,26.019607843137255,11
0.2,51,95,1422,27.346153846153847,7
0.2,52,95,1517,28.62264150943396,8
0.2,53,21,1538,28.48148148148148,12
0.2,54,26,1564,28.436363636363637,8
0.2,55,96,1660,29.642857142857142,6
0.2,56,22,1682,29.50877192982456,13
0.2,57,22,1704,29.379310344827587,11
0.2,58,93,1797,30.45762711864407,9
0.2,59,14,1811,30.183333333333334,23
0.2,60,-49,1762,28.885245901639344,13
0.2,61,90,1852,29.870967741935484,13
0.2,62,96,1948,30.92063492063492,6
0.2,63,92,2040,31.875,13
0.2,64,91,2131,32.784615384615385,11
0.2,65,22,2153,32.621212121212125,11
0.2,66,94,2247,33.53731343283582,8
0.2,67,24,2271,33.39705882352941,9
0.2,68,-51,2220,32.17391304347826,16
0.2,69,24,2244,32.05714285714286,8
0.2,70,90,2334,32.87323943661972,12
0.2,71,92,2426,33.69444444444444,10
0.2,72,93,2519,34.50684931506849,9
0.2,73,88,2607,35.229729729729726,15
0.2,74,94,2701,36.013333333333335,8
0.2,75,87,2788,36.68421052631579,17
0.2,76,95,2883,37.44155844155844,7
0.2,77,89,2972,38.1025641025641,17
0.2,78,95,3067,38.822784810126585,7
0.2,79,27,3094,38.675,6
0.2,80,92,3186,39.333333333333336,10
0.2,81,87,3273,39.91463414634146,15
0.2,82,25,3298,39.734939759036145,8
0.2,83,89,3387,40.32142857142857,13
0.2,84,92,3479,40.92941176470588,10
0.2,85,96,3575,41.56976744186046,6
0.2,86,25,3600,41.37931034482759,9
0.2,87,96,3696,42.0,6
0.2,88,91,3787,42.550561797752806,11
0.2,89,23,3810,42.333333333333336,11
0.2,90,94,3904,42.9010989010989,8
0.2,91,96,4000,43.47826086956522,6
0.2,92,92,4092,44.0,10
0.2,93,92,4184,44.51063829787234,10
0.2,94,94,4278,45.03157894736842,8
0.2,95,93,4371,45.53125,9
0.2,96,94,4465,46.03092783505155,8
0.2,97,94,4559,46.52040816326531,8
0.2,98,20,4579,46.25252525252525,15
0.2,99,93,4672,46.72,10
0.2,100,91,4763,47.15841584158416,12
0.2,101,23,4786,46.92156862745098,10
0.2,102,96,4882,47.398058252427184,6
0.2,103,94,4976,47.84615384615385,8
0.2,104,95,5071,48.2952380952381,7
0.2,105,-55,5016,47.320754716981135,21
0.2,106,90,5106,47.7196261682243,12
0.2,107,22,5128,47.48148148148148,11
0.2,108,24,5152,47.26605504587156,10
0.2,109,25,5177,47.06363636363636,9
0.2,110,91,5268,47.45945945945946,13
0.2,111,17,5285,47.1875,16
0.2,112,-48,5237,46.34513274336283,12
0.2,113,93,5330,46.75438596491228,9
0.2,114,-53,5277,45.88695652173913,17
0.2,115,93,5370,46.293103448275865,9
0.2,116,92,5462,46.68376068376068,11
0.2,117,93,5555,47.07627118644068,10
0.2,118,23,5578,46.87394957983193,11
0.2,119,89,5667,47.225,14
0.2,120,18,5685,46.98347107438016,16
0.2,121,93,5778,47.36065573770492,9
0.2,122,95,5873,47.7479674796748,7
0.2,123,93,5966,48.11290322580645,9
0.2,124,94,6060,48.48,8
0.2,125,94,6154,48.84126984126984,8
0.2,126,94,6248,49.196850393700785,8
0.2,127,93,6341,49.5390625,10
0.2,128,95,6436,49.89147286821706,7
0.2,129,93,6529,50.223076923076924,9
0.2,130,92,6621,50.541984732824424,11
0.2,131,27,6648,50.36363636363637,6
0.2,132,93,6741,50.68421052631579,11
0.2,133,91,6832,50.985074626865675,11
0.2,134,24,6856,50.785185185185185,10
0.2,135,24,6880,50.588235294117645,9
