0.2,0,82,82,82.0
0.2,1,88,170,85.0
0.2,2,89,259,86.33333333333333
0.2,3,77,336,84.0
0.2,4,94,430,86.0
0.2,5,-18,412,68.66666666666667
0.2,6,58,470,67.14285714285714
0.2,7,30,500,62.5
0.2,8,-36,464,51.55555555555556
0.2,9,88,552,55.2
0.2,10,15,567,51.54545454545455
0.2,11,49,616,51.333333333333336
0.2,12,55,671,51.61538461538461
0.2,13,45,716,51.142857142857146
0.2,14,91,807,53.8
0.2,15,76,883,55.1875
0.2,16,83,966,56.8235294117647
0.2,17,-27,939,52.166666666666664
0.2,18,93,1032,54.31578947368421
0.2,19,93,1125,56.25
0.2,20,-270,855,40.714285714285715
0.2,21,-64,791,35.95454545454545
0.2,22,91,882,38.34782608695652
0.2,23,48,930,38.75
0.2,24,79,1009,40.36
0.2,25,-35,974,37.46153846153846
0.2,26,-211,763,28.25925925925926
0.2,27,17,780,27.857142857142858
0.2,28,65,845,29.137931034482758
0.2,29,44,889,29.633333333333333
0.2,30,89,978,31.548387096774192
0.2,31,60,1038,32.4375
0.2,32,73,1111,33.666666666666664
0.2,33,64,1175,34.55882352941177
0.2,34,80,1255,35.857142857142854
0.2,35,-52,1203,33.416666666666664
0.2,36,-10,1193,32.24324324324324
0.2,37,30,1223,32.18421052631579
0.2,38,-36,1187,30.435897435897434
0.2,39,82,1269,31.725
0.2,40,-145,1124,27.414634146341463
0.2,41,89,1213,28.88095238095238
0.2,42,59,1272,29.58139534883721
0.2,43,21,1293,29.386363636363637
0.2,44,88,1381,30.68888888888889
0.2,45,-50,1331,28.934782608695652
0.2,46,81,1412,30.04255319148936
0.2,47,-75,1337,27.854166666666668
0.2,48,-58,1279,26.102040816326532
0.2,49,69,1348,26.96
0.2,50,78,1426,27.96078431372549
0.2,51,-51,1375,26.442307692307693
0.2,52,-207,1168,22.037735849056602
0.2,53,90,1258,23.296296296296298
0.2,54,75,1333,24.236363636363638
0.2,55,-98,1235,22.053571428571427
0.2,56,45,1280,22.45614035087719
0.2,57,-124,1156,19.93103448275862
0.2,58,10,1166,19.76271186440678
0.2,59,25,1191,19.85
0.2,60,-28,1163,19.065573770491802
0.2,61,81,1244,20.06451612903226
0.2,62,86,1330,21.11111111111111
0.2,63,67,1397,21.828125
0.2,64,-13,1384,21.29230769230769
0.2,65,81,1465,22.196969696969695
0.2,66,68,1533,22.880597014925375
0.2,67,66,1599,23.514705882352942
0.2,68,-78,1521,22.043478260869566
0.2,69,-84,1437,20.52857142857143
0.2,70,88,1525,21.47887323943662
0.2,71,-41,1484,20.61111111111111
0.2,72,76,1560,21.36986301369863
0.2,73,-125,1435,19.39189189189189
0.2,74,70,1505,20.066666666666666
0.2,75,66,1571,20.67105263157895
0.2,76,78,1649,21.415584415584416
0.2,77,86,1735,22.243589743589745
0.2,78,90,1825,23.10126582278481
0.2,79,-89,1736,21.7
0.2,80,-82,1654,20.419753086419753
0.2,81,87,1741,21.23170731707317
0.2,82,-75,1666,20.072289156626507
0.2,83,-69,1597,19.011904761904763
0.2,84,94,1691,19.894117647058824
0.2,85,91,1782,20.72093023255814
0.2,86,20,1802,20.71264367816092
0.2,87,42,1844,20.954545454545453
0.2,88,74,1918,21.55056179775281
0.2,89,33,1951,21.677777777777777
0.2,90,92,2043,22.45054945054945
0.2,91,62,2105,22.880434782608695
0.2,92,25,2130,22.903225806451612
0.2,93,84,2214,23.5531914893617
0.2,94,92,2306,24.273684210526316
0.2,95,-75,2231,23.239583333333332
0.2,96,-18,2213,22.814432989690722
0.2,97,-49,2164,22.081632653061224
0.2,98,-158,2006,20.262626262626263
0.2,99,89,2095,20.95
0.2,100,5,2100,20.792079207920793
0.2,101,55,2155,21.127450980392158
0.2,102,-184,1971,19.135922330097088
0.2,103,62,2033,19.548076923076923
0.2,104,-51,1982,18.876190476190477
0.2,105,75,2057,19.40566037735849
0.2,106,3,2060,19.252336448598133
0.2,107,-89,1971,18.25
0.2,108,50,2021,18.541284403669724
0.2,109,91,2112,19.2
0.2,110,-144,1968,17.72972972972973
0.2,111,87,2055,18.348214285714285
0.2,112,-14,2041,18.061946902654867
0.2,113,85,2126,18.649122807017545
0.2,114,92,2218,19.286956521739132
0.2,115,9,2227,19.198275862068964
0.2,116,-66,2161,18.47008547008547
0.2,117,-196,1965,16.652542372881356
0.2,118,37,2002,16.823529411764707
0.2,119,76,2078,17.316666666666666
0.2,120,93,2171,17.94214876033058
0.2,121,69,2240,18.360655737704917
0.2,122,75,2315,18.821138211382113
0.2,123,47,2362,19.048387096774192
0.2,124,25,2387,19.096
0.2,125,55,2442,19.38095238095238
0.2,126,18,2460,19.37007874015748
0.2,127,17,2477,19.3515625
0.2,128,57,2534,19.643410852713178
0.2,129,25,2559,19.684615384615384
0.2,130,46,2605,19.885496183206108
0.2,131,91,2696,20.424242424242426
0.2,132,7,2703,20.32330827067669
0.2,133,79,2782,20.761194029850746
0.2,134,47,2829,20.955555555555556
0.2,135,90,2919,21.46323529411765
0.2,136,81,3000,21.8978102189781
0.2,137,-6,2994,21.695652173913043
0.2,138,-136,2858,20.56115107913669
0.2,139,54,2912,20.8
0.2,140,76,2988,21.19148936170213
0.2,141,71,3059,21.54225352112676
0.2,142,86,3145,21.993006993006993
0.2,143,88,3233,22.45138888888889
0.2,144,25,3258,22.46896551724138
0.2,145,35,3293,22.554794520547944
0.2,146,25,3318,22.571428571428573
0.2,147,-271,3047,20.58783783783784
0.2,148,85,3132,21.02013422818792
0.2,149,-255,2877,19.18
0.2,150,78,2955,19.56953642384106
0.2,151,4,2959,19.467105263157894
0.2,152,85,3044,19.895424836601308
0.2,153,-88,2956,19.194805194805195
0.2,154,63,3019,19.47741935483871
0.2,155,90,3109,19.92948717948718
0.2,156,90,3199,20.37579617834395
0.2,157,-17,3182,20.139240506329113
0.2,158,19,3201,20.132075471698112
0.2,159,87,3288,20.55
0.2,160,92,3380,20.993788819875775
0.2,161,0,3380,20.864197530864196
0.2,162,94,3474,21.312883435582823
0.2,163,94,3568,21.75609756097561
0.2,164,88,3656,22.157575757575756
0.2,165,64,3720,22.40963855421687
0.2,166,87,3807,22.79640718562874
0.2,167,35,3842,22.86904761904762
0.2,168,26,3868,22.88757396449704
0.2,169,44,3912,23.011764705882353
0.2,170,89,4001,23.39766081871345
0.2,171,58,4059,23.598837209302324
0.2,172,90,4149,23.982658959537574
0.2,173,49,4198,24.126436781609197
0.2,174,71,4269,24.394285714285715
0.2,175,76,4345,24.6875
0.2,176,70,4415,24.943502824858758
0.2,177,86,4501,25.286516853932586
0.2,178,7,4508,25.18435754189944
0.2,179,70,4578,25.433333333333334
0.2,180,-41,4537,25.066298342541437
0.2,181,84,4621,25.39010989010989
0.2,182,82,4703,25.69945355191257
0.2,183,47,4750,25.815217391304348
0.2,184,-16,4734,25.589189189189188
0.2,185,-65,4669,25.102150537634408
0.2,186,43,4712,25.197860962566846
0.2,187,1,4713,25.069148936170212
0.2,188,-15,4698,24.857142857142858
0.2,189,13,4711,24.794736842105262
0.2,190,-56,4655,24.3717277486911
0.2,191,45,4700,24.479166666666668
0.2,192,39,4739,24.55440414507772
0.2,193,20,4759,24.530927835051546
0.2,194,83,4842,24.83076923076923
0.2,195,87,4929,25.147959183673468
0.2,196,-11,4918,24.96446700507614
0.2,197,86,5004,25.272727272727273
0.2,198,-19,4985,25.050251256281406
